case_name,runs,success_rate,mission_time_s_mean,energy_j_mean,total_replans_mean,first_warning_distance_m_mean,warning_count_mean,post_failure_replan_count_mean,network_disconnect_count_mean,network_reconnect_count_mean,network_active_ratio_mean,post_failure_network_active_ratio_mean,path_direct_ratio_mean,path_relay_ratio_mean,path_support_ratio_mean,post_failure_path_support_ratio_mean,support_detected_threat_count_mean,support_first_post_failure_detect_time_s_mean,mean_master_risk_mean,max_master_risk_mean,mean_master_power_w_mean,max_master_power_w_mean,dominant_failure_reason,dominant_warning_route
normal,3,1.0,1090.0,1458298.024556074,1.0,829.4023189075583,1.0,1.0,1.0,1.0,0.8767123287671232,0.8615384615384616,0.1735159817351598,0.8767123287671232,0.3698630136986301,0.2923076923076923,1.0,430.0,1.731540497121804e-17,2.3314683517128287e-15,1337.888095923004,2083.6082846333275,goal_reached,relay
relay_fail,3,1.0,1095.0,1470164.9177015896,0.0,,0.0,0.0,1.0,1.0,0.20909090909090908,0.11224489795918367,0.17272727272727273,0.11363636363636363,0.0,0.0,0.0,,0.0,0.0,1342.6163631977988,2017.6610376548022,goal_reached,
relay_fail_with_support,3,1.0,1095.0,1470164.9177015896,0.0,,0.0,0.0,2.0,2.0,0.9272727272727272,0.9183673469387755,0.17272727272727273,0.11363636363636363,0.9272727272727272,0.9183673469387755,0.0,,0.0,0.0,1342.6163631977988,2017.6610376548022,goal_reached,
scout_fail,3,1.0,1095.0,1470164.9177015896,0.0,,0.0,0.0,1.0,0.0,0.11363636363636363,0.00510204081632653,0.07727272727272727,0.11363636363636363,0.0,0.0,0.0,,0.0,0.0,1342.6163631977988,2017.6610376548022,goal_reached,
scout_fail_with_full_support,3,1.0,1095.0,1470164.9177015896,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.9636363636363635,0.11363636363636363,1.0,1.0,0.0,,0.0,0.0,1342.6163631977988,2017.6610376548022,goal_reached,
scout_fail_with_support,3,1.0,1095.0,1470164.9177015896,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.9636363636363635,0.11363636363636363,0.0,0.0,0.0,,0.0,0.0,1342.6163631977988,2017.6610376548022,goal_reached,
