model,mean_wind_speed,std_wind_speed,peak_wind_speed,cv_wind_speed,high_wind_threshold_mps,high_wind_ratio
Baseline,4.5415375498779955,0.2850990385089848,5.068123323757657,0.06277588490194114,4.826636588386981,0.12167777777777777
Full,6.916572061564002,3.7229796850673282,32.41811888007905,0.5382694855094843,10.63955174663133,0.15888888888888889
