peak_x_m,peak_y_m,peak_elevation_m,peak_u_mps,peak_v_mps,peak_wind_speed_mps,roughness_z0_m,terrain_grad_x,terrain_grad_y,log_profile_factor,background_u_mps,background_v_mps,slope_u_mps,slope_v_mps,storm_u_mps,storm_v_mps,local_u_mps,local_v_mps,neighborhood_3x3_mean_speed_mps,neighborhood_3x3_min_speed_mps,neighborhood_3x3_max_speed_mps,neighborhood_5x5_mean_speed_mps,connected_cells_ge_30mps,connected_cells_ge_31mps,connected_cells_ge_32mps
-2225.016722408027,6328.29431438127,2844.6,-18.97376866639087,-26.285557523423805,32.41811888007905,0.005,1.0469991253172954,2.438887166914067,0.8691759793521874,-2.6075279380565584,4.345879896760936,-13.650397351928158,-31.79733212748024,0.0,0.0,-2.715843376406156,1.1658947072954953,30.20079717141935,27.83858657778028,32.41811888007905,28.32921413363516,8,5,1
