mean_tke,peak_tke,mean_risk,peak_risk,high_risk_ratio,high_slope_high_risk_overlap_ratio,high_risk_threshold,N0_used,K_used,height_agl_m,time_s,tke_min,tke_mean,tke_median,tke_p95,tke_p99,tke_max,risk_min,risk_mean,risk_median,risk_p95,risk_p99,risk_max
0.7356917204796679,15.351287009600835,0.01074813662142416,0.9563135702126578,0.15057777777777778,0.600870720188902,1e-06,3.0,20.0,50.0,600.0,0.01,0.7356917204796679,0.332240293220805,2.9093181998692255,6.425384595113701,15.351287009600835,0.0,0.01074813662142416,0.0,0.01183934111644961,0.4009685064899428,0.9563135702126578
