mean_tke,peak_tke,mean_risk,peak_risk,high_risk_ratio,high_slope_high_risk_overlap_ratio,high_risk_threshold,N0_used,K_used,height_agl_m,time_s,tke_min,tke_mean,tke_median,tke_p95,tke_p99,tke_max,risk_min,risk_mean,risk_median,risk_p95,risk_p99,risk_max
0.7356917204796679,15.351287009600835,4.105831925240294e-05,0.060903844583736655,0.018222222222222223,1.0,1e-06,3.0,80.0,50.0,600.0,0.01,0.7356917204796679,0.332240293220805,2.9093181998692255,6.425384595113701,15.351287009600835,0.0,4.105831925240294e-05,0.0,1.3160988965310747e-11,4.510332988241545e-05,0.060903844583736655
