mean_tke,peak_tke,mean_risk,peak_risk,high_risk_ratio,high_slope_high_risk_overlap_ratio,high_risk_threshold,tke_min,tke_mean,tke_median,tke_p95,tke_p99,tke_max,risk_min,risk_mean,risk_median,risk_p95,risk_p99,risk_max
0.7356917204796679,15.351287009600835,4.208037799935394e-09,2.531403378780439e-05,0.0006333333333333333,1.0,1e-06,0.01,0.7356917204796679,0.332240293220805,2.9093181998692255,6.425384595113701,15.351287009600835,0.0,4.208037799935394e-09,0.0,0.0,3.4938940629558485e-13,2.531403378780439e-05
